date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:08	83054/83054	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f7e-1446e-559c8c0e25d64%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-10.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-10.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:14	73871/73871	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f64-1208f-559c8c0af9ec1%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-9.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-9.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:14	697378/697378	---M--	200	added ('OK')	image/png	etag:%2213c80ef1-aa422-559c8c0022e36%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-7.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-7.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:20	39237/39237	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f65-9945-559c8c0af7f25%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-12.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-12.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:20	115037/115037	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f1f-1c15d-559c8c051f4b5%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-11.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-11.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:23	47929/47929	---M--	200	added ('OK')	image/jpeg	etag:%2213c80ef7-bb39-559c8c0062878%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-14.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-14.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:25	70173/70173	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f7c-1121d-559c8c0de24c2%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-13.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-13.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:25	60779/60779	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f1a-ed6b-559c8c0410926%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-15.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-15.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:28	85578/85578	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035c3-14e4a-559c898cb7892%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/jquery-2.2.4.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/jquery-2.2.4.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:28	253668/253668	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035c2-3dee4-559c898baf596%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/jquery-ui.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/jquery-ui.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
